,comment,label
8176,Very bad service and rude employees,Negative
8177,"Honestly, this is the worst airlines I have ever flown in, it's just unbearable, they have microseats, with absolutely not space for your legs I have flown form Istanbul to almaty, maybe it is ok for the first hour, but after, it is true torture , I sat ok the floor of the plane, because it was impossible to seat on the horrible tiny seats for more than an hour, it was embarrassing and very uncomfortable , the staff is very rude And just in general , it is much worth flying on a more expensive airline , because my personal experience with pegasus was agonizing, full of discomfort , and had to go to the washroom every 30 minutes to rest my legs from the cramped space Never will use pegasus again... never Would rather walk to my destination than use this scammed , cramped ant nest plane",Negative
8178,Day light robbery do not use this airline! Will never book with this airline again as unable to purchase extra baggage.  Your only option is to pay for additional weight and here's their pricing ( and this is at a 50% discount): +5 kg: 54.00 GBP +10 kg: 107.00 GBP +20 kg: 213.00 GBP +30 kg: 320.00 GBP Ridiculous stay away- this is practically the cost of another flight.,Negative
8179,Appauling customer service. It's worth paying a bit more for a better service. Please avoid,Negative
8180,"In air service is great BUT the booking process to Cuba needs to be reviewed and corrected. I am a canadien but cuban permanant resident. When purchasing my ticket online (FLL - Havana) i noticed a 25$ Medical Insurances fee, that could not be removed while booking online, so i called Jetblue to proceed to my booking and insure that the USELESS 25$ be removed from my total charges, being a cuban resident I DO NOT NEED TO PURCHASE A MEDICAL INSURANCE. Was told that the system would not allow to remove th charges... Asked to speak to a supervisor, same answer. I was in a hurry to go back home to cuba so did not argue further and booked with them... Oh man the number of ""friendly jetblue publicity and solicitation"" emails i received, i have never seen this. Up to 2 a day ! I had to mark them as spam ! Then came the pre-departure reminder email which is filled with inaccurate informations when flying from Fort Lauderdale to Havana, starting with the nimber of suitcases entitlement (memo says 2 it was up until departure day 3!). Had to call them a second time to make sure i could travel with 3 suotcases. The email also includes a reminder to check-in online 24 hours in advance. When flying to Cuba, Jetblue does not allow online check-in! Not knowing.I have tried checking-in online IMPOSSIBLE called them a 3rd time and NO ONE WAS ABLE TO EXPLAIN WHY AND WAS TOLD TO CHECK IN AT THE AIRPORT DAY OF TRAVEL.... I mean really?! At the airport, i had purchased a Jetblue Plus ticket and seat. I was told that for Cuba flights their is NO PRIORITY CHECK IN LINE!! Really?! Never seen this for any other destination nor airline! So waited in line 35 minutes, checked in and.was.then told to stop at the next jetblue counter before passing security (???) well I did... Turns out that it's a mini 2nd check in line to confirm that you have the necessary documents and reason to travel to Cuba (???) while waiting in line for the mini check in, i saw 3 persons get refused their travel from the US to Cuba.... Wouldn't the reverse logistic work best for all!? I mean can Jetblue check travel to Cuba entitlemnt PRIOR to check in?! I have written to the airline to share my customer experience... NEVER HEARD BACK FROM THEM. EVER!!! I mean really?! Anyways an over all travel booking and checking in WAY BELOW EXPECTATION CHEAPEST TICKET ON THE MARKET THAT DAY OR NOT.... Too bad because the in-air service and comfort of crafts are great. The logistic and customer service on land needs to be revised and corrected URGENTLY!",Negative
8181,"Our flight was delayed over 2 hours and we missed the connection with 2 other flights in succession. There was no warning on the website when we tryed to check in, so we reached the airport and the first person who told us the problem was very unfriendly. He made nothing to make us understand the origin of the delay or the alternatives that we had. Luckily not all the crew was so and finally we flew home.",Postive
8182,Brought daughter home from college with 2 large bags.  I called in advance and asked how best to do this economically and efficiently.  So I paid in advance for large bags.  When we got to check in they said fee was first 100.00 for heavy bag and then an additional 100.00 for over dimension.  Not happy about this and asked for policy where this is written both over weight and size.  None was available.  I then asked them to credit what i bought in advance.  They said they could not do this.  So i eventually ended up paying 300.00 to ship 95 pound bag.  Could have bought bag  a seat for less from Orlando.  Felt like I was ripped off.  Back to southwest and delta for me and my 65 sales rep who used to  travel extensively on Jet Blue.  Don't get mad get even.,Negative
8183,"One of my favorites! Have used JetBlue many times and everything is easy with them. When I have to rebook they are wonderful, when I had special needs they were wonderful and the flying experience is overall great.",Postive
8184,"It's very frustrating here on this site. What am I even supposed to be reviewing? If you want my opinion on my purchasing 2 airline tickets, I ll tell you its was NOT a good experience. In the middle it asked me to ""choose seats"" which I did. However, at the very end ( after my purchase and confirmation) it asked to "" choose seats"" again, so I did and then it tried to charge me extra! That is unfair. It also never mentioned anything about Extra fee s for checking in luggage.",Postive
8185,Great site and shows fare comparison,Postive
8186,Great prices on flights to NYC from Houston!!..,Postive
8187,Flew for first time in August. The confusion at the kiosks and the haphazard baggage drop area had me wondering if we were to fly the plane ourselves.,Negative
8188,"I seriously HATE this airline. They changed my seating so that I wasn't sitting with my children and after that they tried charging me 160.00 to change the seats!!!! Thieves! Never again, I will stick to United and Delta!!",Negative
8189,"After a flight from Puerto Rico to Boston I found my suitcase full of scratches and scrapes, and the pull handle had been completely ripped off. I went to the Jetblue office immidiately with the remains of my suitcase. But they couldn´t care less, were very unpolite and said they do not refund damages to handles. But what is a suitcase without a handle?? Finally they agreed to file a report, and said I could get a 50$ discount on my next trip. After return to Denmark I tried to log in to see the status of the report, and I got a message saying; Incident ID is too old. It´s been a week!",Negative
8190,"I had the possibility to cancel my flight within 24 hours, I did it but the refund process is taking more than a month, I had to contact them and opodo (booking company) almost daily. I am said that opodo will will keep a part of sum as commission and I will get my refund within 10 (more) days. Still didn't receive anything.",Postive
8191,"We purchased round trip airfare from Boston to Grand Bahama with one stop each. On the final leg (from Ft. Lauderdale to Boston), the carrier was supposed to be Jet Blue. The flight was first delayed, then ""cancelled"". Jet Blue was offering no further flights that day, but offered to ""work with"" each of the 300 passengers - one by one - to get them on a flight the next day. After scrambling around the airport, we found an American Airlines flight to Rhode Island (at least close enough) that night. We contacted both Jet Blue and Cheap Tickets the next day because the ""partners"" had failed us, and we just wanted a credit for the value of the trip home (about $380 for two). They said they couldn't credit us $380 but Jet Blue would reimburse the ""value"" of the cancelled flight. Jet Blue offered a ridiculous total of $120.18 for TWO passengers to get from Ft. Lauderdale to Boston - it costs more in BAG FEES to send two bags on that flight!...and Jet Blue still has one of our bags!",Negative
8192,"We have used JetBlue plenty of times for our travels, we are Disney freaks and go quite often, and we love the space and service JetBlue offers. Sometimes the prices get out of control and thats when we have to get smarter with tickets and offers, but we havent had any real issues with the company itself and have always had a pleasant flight.",Postive
8193,"I recently travelled with Jetblue for the first time, from San Francisco to Long Beach and I have to say it was a very positive experience!  From affordable wifi on board to free snacks but most importantly their staff was very pleasant, polite and professional. This was a welcome surprise after flying with US Airways recently where the flight attendants were extremely rude. I will definitely book with Jetblue in the future.",Postive
8194,"short version. i booked a flight through bravofly with jet blue. flight was cancelled and full refund was offered. both are fighting with each other over who must refund the money. Jetblues customer service centre employees are very polite and seem eager to help. but  it has been a month since i was offered a full refund and i feel i am no closer to receiving it. i am out of pocket $540 AUD and cannot book another flight until i receive my refund. Although i understand these things happen, the whole experience has put me off booking anything with Jetblue again",Negative
8195,"On Dec. 11, 2014 I boarded Jetblue flight 930, Ft. Myers to New York's JFK. Regular  ARR JFK 1254P. Flight left Ft.Myers 25 min. late. Pilot announced that the ARR time to JFK would be on time, 1254P. I had a connecting flight to PMW Boarding at 1259P DEP 0129P. 1254P passed and we were still airborne. Realizing this and being in the 6th row, I asked the FWD flight attendant If I could be let off first. I told her I only had  carry on luggage. She rudely told me,"" I don't have any empty seats up front to move you to"".  I didn't ask to be moved, all I wanted was to be let off first, before the 30 passengers in the first five rows. Extremely unacommadating . We landed at 0120P and without deboarding first, I missed my connection. I saw my connecting flight being pushed back by the Tug. I immediately went to the JetBlue Just ASK desk and handed Hispanic Nancy my ticket. The first words out of her mouth, "" why you late"". I said it's your fault, JetBlue. She started mumbling words, so I asked if I could speak to her supervisor. After several minutes her supervisor shows up and I try to tell her that it was JetBlue's fault for my missing my connecting flight. She goes into defense mode and is raising her voice stating that it was the Air Traffic Controller's fault and she has no control over the Air Traffic Controller and storms off. I called JetBlue using my App. and talked to a representative who assisted me in filling a formal complaint. We included the names of the desk person as well as the name of her supervisor, who I had the encounter with. I was told, "" someone from JetBlue will be contacting you within the next two days"". This is day two at 0537P and I have yet to hear from them. JetBlue employees at JFK are rude, crude, with a bad attitude.",Negative
8196,"Always Try To Make My Flying A Pleasure. Helpful Staff, And The Treminal Always Seems To Be Kept Clean. Weather Its VEGAS, CALIF, FLA,North Carolina, They Are MY Choice Airline. From Here Its "" ALL GOOD """,Postive
8197,"Love their staff! I've flown quite a bit domestically, so can compare most US airlines and JetBlue wins in every category for me, especially in the attitude toward their customers. Their flight attendants seem to be sincerely friendly, their on-board snacks are better than most, and in general flying this airline is just more fun. I wish they'd keep their prices as low as they used to be, but alas... Hence the 4-star rating.",Postive
8198,"They have really nice interior planes, but dont be fooled. These are some of the old value jet rides. They are not a boeing company, and as a rule you will fly a Embracer or Airbus which are operated more by computer than Boeing. Anyway, they used to be a low cost airline, but not anymore. All in all, I fly them 2X a year in summer because these guys are the first to cancel a flight or leave you on the tarmac of hrs on end due to bad weather.",Postive
8199,"Very comfortable seats, and for a nominal fee you can select seats that have additional leg room(the fee also allows you to board before others). Free DirecTV and XM radio channels. Oustanding customer service! The pilot actually came out of the cockpit and welcomed everyone....seriously!  My new favorite airline.",Postive
8200,Don’t use this company. Closed their doors with no refunds given. Absolutely terrible.,Negative
8201,Stay away! Bookit.com will have you stranded in another country trying to make some real life decisions. The company suppose to be bankrupt and thousands have been trying to recuperate funds owed to them. Now bookit want to pop back up like they a legitimate company. I want my money and stop defrauding the people.,Negative
8202,This company is a rip off and a Ponzi scheme.  Cancelled my trip and refused to refund my money.  Told me to call my credit card company.  Still waiting months and months later.  DO. NOT USE.  They have complaints Against them with many States Attorney General. This company is bad news and bad business.,Negative
8203,"If I could give it zero stars, I would!  They are thieves!  This company canceled our trip, didn't refund our money, and then closed their doors.  Do not book with this company if they reopen.",Negative
8204,Thieves!! A total ponzi  scheme!! Don’t ever use this company. They still haven’t returned our money from a trip we cancelled!!!,Negative
8205,Canceled our trip due to covid and refused to refund thousands of people their money back... now trying to resume operations with out refunding anyone... kept all the money for trip and flights,Negative
8206,"This company stole my money!!! Booked a trip before the pandemic and they sent an email saying they could not refund the money, but the trip was cancelled!!!",Negative
8207,"This company stole our money! We paid in full and they cancelled our reservations,  didn't refund and fought our chargeback DO NOT USE THIS COMPANY!",Negative
8208,"Bookit took my money, then shut down with no refunds and told me to dispute it with my bank, which isnt going well so i am likely out thousands. It now appears they may be operating again. DO NOT use this company!",Negative
8209,"They basically cancelled my bachelorette trip I had plan for over a year with 10 of my friends blamed It in Covid-19 and stole ALL of our money. Well over $20,000 total just from us. And I haven’t seen a penny because my bank said I authorize them to draft my account. And what was supposed to be a happy moment in my life now ruin. If you’re thinking about booking with them DONT!!",Negative
8210,I booked my honeymoon to Cancun and paid over $1000 towards my trip and then bookit.com cancelled my trip without my permission and is refusing to refund me my money. They are HORRIBLE crooks!! DO NOT USE THEM!!! They belong in jail for stealing my money!!!!,Negative
8211,This company is a scammer!!! Still trying to recover $4000 they took from me!!! DO NOT book with this site!!!!!!,Negative
8212,"I honestly have no idea why this place got any great reviews. Bookit.com cancelled my almost 7,000 USD vacation to Jamaica and told me to take it up with my credit card company because they are not issuing refunds. I disputed my claim and Bookit had the nerve to rebill me (fight the dispute) saying they issued me a credit, which is complete horse manure. This company is a scam. Save yourself the anguish and stay far far away from this company!!!!!",Negative
8213,I wish I could give a negative five stars. Paid in full for a trip and due to COVID they ceased operations. WHERE IS OUR MONEY? Better yet... GIVE IT BACK!,Negative
8214,"After paying over $3,000 For a destination wedding Vacation  that was supposed to take place in April, they canceled the  trip because of covid, and I still have not been able to get my money back, they state they can not issue the refund and that I have to speak with my bank, the bank  is also giving me a hard time because every time I dispute the charges bookit.com states that money was refunded, how can this company be allowed to get away with stealing thousands of dollars from people without rendering services.  It a shame they are still trying to steal people’s money by booking reservations currently. Stay far away from this company if you don’t want your money stolen.",Negative
8215,You have got to be kidding me they stole hundreds of thousands of people’s money and blamed Covid for their poor business decisions.. 100s left stranded at resorts with their hotels not paid for.. Resorts demanding payment before they could leave.. This company stole tons of people’s hard earned money and ruined people’s memories,Negative
8216,Horrible company! They took advantage of the COVID crisis. Cancelled trips without any chance for refund or rescheduling. Shut the business down. Now they are open again booking trips. STAY AWAY! Book trip directly through your airline and resorts.,Negative
8217,This company stole $6000 for a trip we pre-paid for!  THEY canceled my trip and refused to refund any money. I had to fight for two months with my bank to dispute the charges,Negative
8218,They are horrible they left my family and my left stranded in Puerto Vallarta back in March  so we had to pay for our resort again 😡,Negative
8219,"I am not a disgruntled customer who had a bad experience with bookit.com. They are simply a fraudulent company. I know many people in the past have use their services and everything turned out fine but, in the week of the coronavirus book it.com has potential he stolen millions of dollars from his paying customers who did not receive services that we pre-paid for. Not only did they take our money but there was no communication or any way of even contacting them for months. Understand that although the site is up and taking new reservations they have no intention of giving back the money that was taken. My vacation isn’t booked until September 2020 book it.com canceled my reservation with no refund even though they stated on the itinerary that they did indeed refund. Not only was this false but now that the site is up and running we have received no follow up on what is going on with our reservation. If you book with them you’re most likely throwing your money away to people that are going to use it to buy out their bankruptcy open a new LLC under a different company and continue to do the same.",Negative
8220,"COVID-19: International bus journey not fully refunded The bus was canceled and they still charge you 25% for ""booking fee"" for a bus journey that won't even exist and which is also not legal... Really disappointed! --- Update 1 (5April2020) upon Omio comment: The provided information on your comment is not correct. On the e-mail I received  on the 30th of March, you said that 'Omio service fees are unfortunately non-refundable, and this decision is final and non-negotiable' (translated quote). Original quote (in French): 'Les frais de service Omio sont malheureusement non-remboursables, et cette décision est définitive et non-négotiable'. Please provide verified information! ------ Update 2 (13Mayl2020) I still haven't received news from Omio nor the refund of the 25% left...",Negative
8221,"Avoid this company at all costs, quick to take your money but won’t hand over a refund in the middle of an actual pandemic",Negative
8222,"This company took advantage of me during this time of a world wide pandemic (CV-19), my flight was cancelled to Milan Italy and I called to request a refund on my tickets were I booked 6 tickets to travel different cities in Italy, there Custumer service was really rude and said they had nothing to do with travel advisories or the cancellation of my flight, that there trains would still be running. It is very clear this company has no interest in the clients well being, buyer beware Omio is definitely the bottom of the barrel.",Negative
8223,"Don't EVER USE OMIO !!!! They have zero customer service. They are just a billing machine - very bad people I have 3 train tickets in Spain for 1st week of April / but due to Covid-19 all travel is cancelled. Because I bought thru Omio, instead from Renfe, there is no refund / credit available. They are DISGUSTING. Book direct and SKIP OMIO !!!!",Negative
8224,"Booked holiday flights on Omio, flights were cancelled by British Airways due to COVID-19. BA confirmed the refund has to be processed by Omio, who are the travel agent who originally sold the tickets. Tried to contact from Omio to get a refund and its impossible. Still no reply to any emails after 2 weeks. Phone lines are down. Disgraceful.",Negative
8225,"cheap fares, really easy user experience",Postive
8226,Why aren’t we able to get refunds.!! Bad communication and fake emails news. !! Would not recommend this app at all.! They don’t care about you they only care about the money they make. Fake review as well about those refunds. What a shame !!,Negative
8227,"I bought a ticket from Omio website with cancellation insurance. Now I am trying to cancel and Omio is sending me to all different places. First they said that I should contact the train company (Deustchbahn), then in the second email they ask me to contact the insurance company (Allianz). I bought the ticket with Omio and I expected Omio to solve my issue.",Negative
8228,"Easy to book but unable to call or send an email. I have tried cancelling on their website with to no avail even when following their prompts. Tried sending a message under contact us but after filling out the form and hitting the submit button does absolutely nothing. It can't be sent for whatever reason. I am not looking for a refund, I have travel insurance that was purchased in Nov. 2019 and there is a good chance I can get a refund through the insurance company but I have to document the cancellation  and I can't even do that. Very frustrating!I will not ue this company again.",Negative
8229,"This company is cashing in on Coronavirus. They refuse to refund tickets during the state of emergency, even though all local train services have declared tickets refundable. I feel robbed. I used to be a regular customer (spending over 100 euro per month), but I will never use them ever again. I am disgusted. I can't even get in contact with a real person. Their chat doesn't work, calls don't work and they don't respond to emails or social media messages. AVOID AT ALL COSTS!!",Negative
8230,"Bought from this site because it was cheaper, then at the last moment, after filling in all information, they hit you with a service fee. They don't send the ticket as SMS, and they don't take swish payments. Should've just bought my ticket directly from the company.",Postive
8231,With the covid I thought they were not giving the chance to reschedule or refund..but I was wrong it took two weeks...the refund they apologize by the delay but explain me it was for the high volume of claims. The airline cancel my flight and refund them...then they could return me the payment...,Postive
8232,"Under the present contamination of coronavirus in Europe, I am surprised that the flights are not refundable. This shows a lack of sensitivity to travellers who bought tickets in good faith of travel. Being a pensioner and not wanting to put my health at risk, I cancelled all trips in Europe. Omio/EasyJet must offer the same good faith by refunding tickets that cannot be used due to quarantine restrictions placed on some travellers around the world by Australian governments and governments generally. It's a pandemic for god's sake!",Postive
8233,Horrible customer service not helpful at all.,Postive
8234,"I've been trying to get my refund for 10 days now, it was promised by their customer service, but now noone is responding my e-mail, cancelation policy is really bad, employees unprofessional and not helpful, be careful if you travel with Omio!",Negative
8235,"The prices on Omio were better than I could have hoped! Plus, the departure and arrival times were convenient for my needs!",Negative
8236,It's amazing. Highly recommended,Postive
8237,"Omio really provides a trustworthy overview of mobility and travel options in Europe. The website is organised very well, almost never wrong and better than most national websites.",Postive
8238,"Unfortunately, the support of Omio didn't answered me about the money-back for a few days. I can't find any e-mail address, phone numbers why it's information are hidden?",Postive
8239,"Michelle was friendly and very helpful. I felt she was really in my corner and while we did not get the flight we had hoped,it was not her fault and she quickly got us on the next best one.",Postive
8240,"I will definitely be calling Michele for my future flight needs.  She was extremely knowledgable, friendly, professional, patient, etc. She offered many suggestions and upgrades at a better price than I was able to find on my own.   I can only say, ""what a sweetheart and such a pleasure to work with"".",Postive
8241,"Getting a criuse from Rome to France, Spain, and different ports, back to Rome. Leaving from USA to Italy, could be a long flight, even worse if you are all those hours seating uncomfortable. Regular business class are untouchable, unless your last name is Trump : mine isn't. Found Myluxuryflights.com and I was bit skeptical about these amazing, as well as unbelievable prices. Now, my husband and I will be enjoying an amazing cruise in the Mediterranean Sea, as well as having a comfortable seating on our plane to Italy. I have been telling everyone at work. A coworker is already looking to contact Jimmy and Michele for a trip to Austria. Thanks Myluxuryflights.com. Tony Quinones Blehm",Postive
8242,Jimmy and co are best in class,Postive
8243,Great service!! Michele was very helpful in answering questions. I will definitely be using MyLuxuryFlights in the future. -Thank you,Postive
8244,I really thank you for the service on my tickets to Spain in June.  I am really looking forward to contacting you when I take another trip.  The patience you showed was amazing. Thank you again Steve,Postive
8245,"I must admit, dealing with these guys left with a regret.....that I hadn't discovered them ages ago!! Saved so much money and experienced the best, most efficient and friendly service ever! Seriously, do yourself a favour and save yourself thousands of dollars by not making the same mistake I did! Thanks!",Postive
8246,"Thank you to Michelle and Myluxuryflights. This was my first time purchasing a ticket through this company, but they were GREAT! Michelle answered all of my questions and concerns. She was very professional.",Postive
8247,"I worked with Michele E., and she could not have been more professional or more helpful !! She found the flights I needed and stayed within my budget.   She responded quickly to my calls and emails, and went above and beyond to research the information I requested.  She's the best !!!",Postive
8248,"It is a pleasure to work with Michelle.  She is efficient, personable, and quite knowledgeable. I will use MyLuxuryFlights again and highly recommend it to my friends.",Postive
8249,I decided last minute to go on a trip. Called and I got somebody straight away. Came back very quickly with a quote that was excellent. Worked with me to get my flight booked and reserved. I was very happy and impressed with the quote and service I was provided. Will use them for all future flight reservations.,Postive
8250,"I've been a happy and highly satisfied customer of Myluxuryflight since early 2016. Whenever my family and I want to travel, we always think of Michele, the founder of Myluxuryflight. She is SUPER sweet, caring, and of course she will always find the best deal for her customers!!! Next trip for us is to Thailand next month, thank you Michele. You're the BEST!!!! Love you ^^",Postive
8251,The service and knowledge were excellent and they also had the most competitive prices.  I would highly recommend them for travel needs using business or first class.,Postive
8252,Just perfect. You get the best price and perfect service. The stuff is so helpful and I book all my flights there. Thanks to Jimmy from MyLuxuryFlight. Thanks to all.,Postive
8253,"there was confusion in the beginning, but it eventurally got it figured out.",Postive
8254,Great service! Amazing savings! Thoughtful and dependable assistance throughout the whole process!!! Super happy!,Postive
8255,This was my first time to use this service. It was very easy and the no haisle price excellent. I will call them first next time I fly.,Postive
8256,Easy to deal with and professionally handled request. I would recommend this service.,Postive
8257,"Michele helped me find the perfect flight for my trip to Scotland last year, and made sure I had all of the information I needed.",Postive
8258,"After having used the infamous budget airlines for quick hops to Europe, the experience of flying with Thai Airways was nothing short of sublime. It was amazing. You board these huge comfortable aircrafts greeted by beautiful stewardesses dressed in Thai costume and the experience begins! The food on board is absolutely delicious, drinks are offered regularly, the in-flight films are very current and the service on every level is exemplary. My return flight to Bangkok cost £464 which I thought to be extremely cheap given the airline I was flying with. Tremendously impressed. Thank you Thai Airways. I'm blowing you a huge kiss! 😘.",Postive
8259,"My instrument was destroyed while in their care on a flight back to London, and the customer service team don't have the decency to reply to my emails. I can't claim on inI'm a professional musician and this has been a huge inconvenience and expense to my work. I can't even claim on my insurance until they confirm they're not going to do anything about it, which they clearly have no intention of doing. Ashley Radford",Negative
8260,Thai Airlines UK customer service Straight up lazy. They don't answer phones and just send automated responses or even read the problem  in the e-mail correctly. Just plain terrible told me to go back to my travel agent when they could of easily checked my ticket and tell me everything is in order. travel agent I used ended up telling me much later everything would be fine.,Negative
8261,"It’s sad to see others have had bad experiences flying Thai. This was my first time with them flying London/Australia return, September/October 2018. Everything was superb. Check in, on time departures, in flight service. Special meal requests were handled professionally as was my visit to the Thai office in Melbourne. One of the small luxuries for me on long haul flights is a drinks trolley service before the meal is served. In 2016 after a long gap between travelling I flew Qantas where no drinks trolley appeared. Within 20 minutes or so of taking off from Heathrow the superb Thai flight attendants were serving me drinks and snacks. As millions of people now travel by air every year some will encounter bad experiences. This is going to happen regardless of the airline you choose to fly with.  I have no hesitation in highly recommending Thai Airways for your next flight.",Postive
8262,"My holiday starts at the Airport - I love Thai Airways & have never had a bad experience. I fly economy so my expectations aren’t too high I’m realistic. But the cabin staff are very friendly & helpful, the food is the best airline food Iv had serving Thai curries, prawn starters, thai desserts. The bar has a good choice of quality drinks available. TV movie choices are great & USB ports to charge your devices. Refreshing sprays & handcreams available in the toilets. Just an all round good experience.  Can’t wait until I can book my next holiday x",Postive
8263,"Thai airlines staff in Fukuoka, Japan treated me rudely and told me the wrong information on an important point. Complained and got no response at all. They dont seem to care about customer complaints.",Negative
8264,"Hi I just flew from Brisbane to Bangkok on the 17 of September flight TG 474 although the flight was ok ,I would like to report the food was absolutely terrible on both servings also my seat 💺 would not move and the tvs were so badly worn with no USB I think the plane TG 474 is in need of a upgrade urgently and food well not happy thank you .ps we love flying Thai Airways my wife is Thai and we travel every year.",Postive
8265,Booked flights well in advance between Lko and Bkk but was rescheduled by Airlines without providing and suitable alternate options to travel. This has impacted my complete travel itinerary including Hotel booking and other Air Travel. This Airlines has no credibility and will recommend to avoid travel by the Thai Airways.,Negative
8266,"One of my favourite airlines. Always clean, good food and great service.",Postive
8267,"i am a 68 year old who was flying from Narita to Chiang Mai after having surgery in Los Angeles.  i requested a special service request (SSR) at the time of the booking and latter confirmed it with Thai at check in Narita.  my surgeon had imposed lifting limits for 3 months following the surgery, and upon reaching Bangkok i asked for assistance from the cabin crew and this  was denied. also i asked for assistance in deplaning and this was denied.  i had to solicit help from fellow passengers.  i tried to contact Thai Airways and they ignored my request,  i also contacted United and Star Alliance in Frankfurt and they never received a reply from Thai Airways. after 2 months i finally went to Thai Airways headquarters in Chiang Mai to register my complaint.  no compensation was offered and their reply was that their policy for help only applies to business class passengers.  i was not told this when i checked in at Narita and had made my disability known to them.  i find this to be very arrogant on the part and they could also be in violation of IATA polices that cover disabled travelers.  dreadful airline. first and last time i will use them.",Negative
8268,"Good food, flight attendants always smile, I enjoyed my flights with Thai Airways.",Postive
8269,"Had to fly in a broken seat overnight for 13 hours LHR to BKK, after multiple ignored complaints it took 3 months and a signed for letter (not refunded) threatening a law suit to obtain a refund. Buyer beware.",Negative
8270,"I called to check seat available for my mother's ticket to fly from BKK-AKL to visit me in AKL. But reservation staff:Name-CAROL refused to check seat available to me after asking e-ticket number with giving me the reason that ""TG POLICY PASSENGER MUST CONTACT DIRECTLY BY HERSELF. TG DOESN'T ALLOW SOMEONE ELSE TO CONTACT FOR CUSTOMER!!""And she used very RUDE tone of voice. I informed her that I sent an email to ticketing staff and waiting for reply but now I would like to check any date will have seat available in during peak periods in January. She just said ticketing staff will reply my email and she can't check any seat available for this ticket as I'm not a passenger. And when I asked to talk with her reservation manager she said her manager is on holiday.",Negative
8271,"was travelling CPH-BKK with 3 kids - one of them our 7 months baby (small for her age - 7 kg/70 cm). Got seats in front of the wall behind the toilets, as expected to be able to get a crib for the youngest. When entering the aircraft, we asked for the crib (when airborne of course) and the staff denied us the crib because the baby was over 6 months? I've flown with several airlines and have been given a crib for my almost 1 year old.. and I asked politely if the age was important over the weight considering a 6 month baby easily could be much heavier and longer than our baby, and I off course would take full responsibility using the crib. The staff got angry and started threatning us - telling us we could leave the aircraft and made a scene with several staff incl a groundservice person ... they were SO rude and we have never experienced anything like that... If it was'nt for the case that we have a return flight bought already on dec 17, I'll say we rather take a stop with another airline than flying Thai again...  worst thing was they tried to use the safety-issue as an excuse for not giving us a crib - but when I asked for the seatbelt for the  baby they did not have any and tried to convince me it was MUCH safer to use my arms... SUCH a joke. and illegal I guess?. Thai - you have to step up your service!",Negative
8272,"We've been trying to get our money back since May'17 for a cancelled flight to Vietnam - a Zika prevalent country after falling pregnant 2 months after the booking. The WHO issued a warning to pregnant women not to travel to Vietnam at the time, hence the need to cancel! Although we booked through a third party, Thai Airways refused to pass on the refund and instead fined us nearly £200 each. We followed the procedure to only speak to the 3rd party but Thai Airways have seized the communications with them and would not detail the reasons why the full refund should not be issued. Numerous complaints later, we are still no closer to the answer why they would not issue a full refund! Disgraceful! I will be taking them to small claims court and launch an official complaint with CAA just finding the time to do it proves tricky! I will get to the bottom of this!",Negative
8273,I flew from Bangkok to Stockholm and I think it's almost the only airline besides SAS that flies directly. Its very convenient not having to transfer and wait in some transit anywhere.  I feel Thai airways used to be more expensive and a luxury brand in my mind years ago but now I found it affordable. I never experienced any problems and give it 5 stars because of their movie selection hehe,Postive
8274,"In all my years of travel across all continents I have never come across such a racist and clueless airline staff. I was travelling with 8 my 5 & years old kids From Kuala Lumpur to Bangkok with onwards flights from Bangkok to Paris. My children and I are French national of African descent. To our utter shock and honor we were denied boarding and left stranded in an foreign airport because all 6 staff members at the boarding gate check in counter could not believe that black people could possibly be French. We lost in excess of USD 4,000 and when trying to reach Thai Airways to refund our tickets money we were told we would need to claim from the travel agent. How unbelievably stupid can staff in an airline that deal with international travel be. They mercilessly mocked my children for claiming to be French nationals and literally confiscated our passports with the intent to destroy them!!! How can such a thing happen. Videos and photos available.",Negative
8275,"Flew MUC-BKK-HKT in May 2017 in business class. Pros: Flights on time at departure and arrival as well as connections. Service impeccable, friendly, fast, efficient, from start until after landing. Hot towels, beverages in ample supply (only brand names!), food many choices and exceptional tasty and a coffee (from Thailand mountains, as I understood) so excellent, I have never ever experienced before. Tip: Drink it without milk and sugar, just coffee, it is unbelievable fantastic! Not bitter, with a fruity taste, I am still looking to get in touch with the plantation to import it into Europe. Any help greatly appreciated!! Amenities with everything you might need on a flight: Dental kit, shaver kit, comb, shades, shoes and a complete kit, too (see photo). Flat-beds with mattress, covers and pillows, large bathrooms, and, as mentioned before, a cabin crew, that really cares for their paxs. Inflight entertainment system perfectly working with hundreds of movies and music to select. Earphones clean!! and with good sound. Cons: From MUC to BKK was B747, very old A/C, some seat covers torn, need maintenance urgently, but at least clean and everything was working. BKK to HKT newer, much better maintained A/C. Travel Tip: Upper deck, of course, and window. Try the coffee!",Postive
8276,"We planned to go from Manila to Bangkok on May 20 at 20:15 and then from Bangkok on to Copenhagen at 1:20 on the 21st. The fleight from Manila to Bangkok was canceled and here 6 hours later after numerous attempts to try to find out what is going on we are still stuck in the airport in Manila. The staff has no clue, we what will happen when. We have been promised to we would go to a hotel for the night, but so far nothing  has happened, and no Thai air employees can tell  what is going on and why! They keep saying it will be solved in 30 minutes, but nobody believes that anymore. So still stuck after 6 hours with no reliable information - so unprofessional",Negative
